epoch,accuracy,loss,val_accuracy,val_loss
0,0.3412347435951233,2.1543681621551514,0.09796999394893646,6.081033706665039
1,0.3788560926914215,1.911960482597351,0.08502500504255295,7.061543941497803
2,0.38061776757240295,1.9334932565689087,0.09605766087770462,5.40568208694458
3,0.37098732590675354,1.9723840951919556,0.0831126794219017,4.087116241455078
4,0.37177029252052307,1.9671878814697266,0.09370402991771698,4.419426918029785
5,0.32751330733299255,2.0859901905059814,0.07281553745269775,6.8132476806640625
